id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
747489751871679803,Bed and breakfast with superb service/facilities,485403169,Ebba,,Kungsholmens,59.34005,18.0079,Private room,995,2,5,2024-06-14,0.52,1,329,5,
748136187546960194,One well furnish bedroom available in Kista Center,172861364,Manohar,,Rinkeby-Tensta,59.40202,17.94262,Private room,300,20,1,2024-05-02,0.51,1,365,1,
748199855050708113,Stunning 19th century home in modern scandi design,346654718,Oscar,,Norrmalms,59.34179329999999,18.0361275,Entire home/apt,2395,5,6,2024-01-02,0.46,1,13,5,
748955348984264507,Lovely 3 bedroom apartment & terass with a view,485627731,Stefan,,Södermalms,59.3180916794221,18.036541972261677,Entire home/apt,3600,2,4,2023-08-21,0.34,1,182,4,
749066432498087586,Duplex apartment in Old Town,65698908,Pär,,Södermalms,59.32478237463743,18.0750008979736,Entire home/apt,1699,14,3,2024-01-28,0.28,1,26,3,
749651285872917342,VYN 3.0 - Suite Deluxe,361529221,Martin,,Södermalms,59.31927,18.05646,Entire home/apt,,7,0,,,3,365,0,
750502831835664389,A Nice place/Stockholm Central,485890050,Gibbie,,Norrmalms,59.3352285,18.0523452,Entire home/apt,,3,8,2024-05-26,0.56,1,1,3,
751209546996874850,Beautiful and cozy Studio in a New building,60382478,Elias,,Norrmalms,59.3489488,18.0392592,Entire home/apt,1073,3,202,2024-06-24,10.18,41,264,121,
752590845504695126,Sommarhus på ö i Stockholm,486293391,Annelie,,Hässelby-Vällingby,59.365421,17.8022243,Entire home/apt,2000,1,4,2024-06-28,0.31,1,29,3,
752750801583498829,Bright apartment in trendy SoFo,15851099,Barbara,,Södermalms,59.313148,18.07712,Entire home/apt,2408,2,42,2024-06-25,3.91,1,99,42,
752800671385386447,Lovely 4 -bed room rental unit with free parking,486323479,Mirza,,Rinkeby-Tensta,59.39683,17.94963,Entire home/apt,1300,90,0,,,1,365,0,
753481457493991527,"Fin villa i underbara, lugna Enskede nära city.",486446725,Christine,,Enskede-Årsta-Vantörs,59.27922,18.08296,Entire home/apt,,7,1,2023-06-09,0.08,1,0,0,
753517243321363085,"Gästhus i idylliska Herrängen, Stockholm.",141967571,Stina,,Älvsjö,59.27424,17.9628,Entire home/apt,1200,1,11,2024-06-14,0.57,1,256,9,
754065527422742907,Top studio w. balcony near Stureplan,134860777,Abi,,Östermalms,59.3414,18.0673,Entire home/apt,895,60,1,2024-04-22,0.43,1,349,1,
754401494758005813,Townhouse in Björkhagen,84744870,Noa,,Skarpnäcks,59.29076,18.11189,Entire home/apt,2700,5,1,2023-08-14,0.09,1,35,1,
755129398377722211,The Studio apartment,486776732,Preeti,,Älvsjö,59.28694,17.99189,Entire home/apt,990,2,22,2024-06-07,1.14,1,188,16,
755146977323087750,Stor villa i Bromma,102733089,Danielle,,Bromma,59.34757,17.90019,Entire home/apt,,3,1,2023-08-01,0.09,1,1,1,
755800073690354078,"7 minuter promenad till T bana, 25 min. till City",40503118,Nina,,Enskede-Årsta-Vantörs,59.257307,18.0337229,Private room,372,4,7,2024-05-21,0.36,1,150,3,
756238123601694528,"Mysig villalägenhet i Bromma, 19min till City.",3684228,Jessica,,Bromma,59.3238403,17.9375234,Entire home/apt,921,3,25,2024-05-31,1.29,1,210,12,
756343641340826098,Central lägenhet i Stockholm City,417859680,Mergime,,Farsta,59.25301,18.08489,Entire home/apt,,2,0,,,1,0,0,
757012257250729041,Lägenhet mitt i Vasastan med balkong i söderläge.,5425230,Louisa,,Norrmalms,59.3411408,18.0610417,Entire home/apt,566,365,0,,,1,365,0,
757323262534553852,Luxurious 2 floor Townhouse Apartment Östermalm,1877054,Victoria,,Östermalms,59.34037,18.09077,Entire home/apt,2700,1,30,2024-06-15,1.58,1,25,19,
757653490224126315,Fint rum nära till allt / Room centrally located,20833172,Ruth,,Älvsjö,59.28201,18.00676,Private room,549,1,15,2024-05-12,0.89,1,301,6,
759154871088977887,Fin lägenhet i hjärtat av Södermalm,458017189,Karin,,Södermalms,59.3150848842267,18.063989763023002,Entire home/apt,1700,3,12,2024-04-02,0.75,1,85,6,
759366191232765010,Top floor apartment in Södermalm,32190011,Emmet,,Södermalms,59.30846,18.0832,Entire home/apt,1984,4,0,,,1,309,0,
759666179018569489,Cozy & Modern Södermalm apt,487618720,Daniel,,Södermalms,59.31686099999999,18.0538049,Entire home/apt,1011,2,93,2024-06-18,5.17,1,164,64,
760206612531057819,Renoverat radhus nära vatten i Smedslätten,100183341,Carl,,Bromma,59.32119,17.97289,Entire home/apt,2500,6,0,,,1,107,0,
761452649288903577,Private apartment in my house,168568871,Casper Fredrik,,Farsta,59.2724604,18.090343,Entire home/apt,943,2,97,2024-06-14,4.95,1,271,61,
762123117179800050,Your home in Stockholm - close to nature,16619848,Junaid,,Hässelby-Vällingby,59.37559,17.82138,Entire home/apt,1600,15,0,,,1,358,0,
762455957123034842,"Fully furnished, fresh & neat 2 room apt",216479171,Lalitha,,Hässelby-Vällingby,59.3552965,17.8835817,Entire home/apt,,30,0,,,1,0,0,
763023899985424905,Home away from home,488240477,Hannah,,Enskede-Årsta-Vantörs,59.26817,18.04132,Entire home/apt,658,2,6,2024-06-04,0.33,1,7,4,
765144021530525016,Central lägenhet med 5 rum,488614269,Johan,,Skarpnäcks,59.28724,18.10322,Entire home/apt,,6,5,2024-06-26,0.27,1,2,3,
765727519782179191,Rum på 10kvm uthyres!,157783384,Erika,,Södermalms,59.30419,18.11258,Private room,586,1,1,2022-12-14,0.05,1,360,0,
766337781466240239,Stay cosy and big at Nytorget,23760701,Ancis,,Södermalms,59.3146,18.08331,Entire home/apt,3500,3,19,2024-05-27,1.06,1,4,11,
766538312920364102,Loft with a view,367099807,Stefan,,Södermalms,59.31801,18.03008,Entire home/apt,1871,2,42,2024-06-20,2.21,1,147,32,
767361080667613856,Cozy one bedroom apartment,5431556,Julia,,Hägersten-Liljeholmens,59.30166,17.99678,Entire home/apt,,5,0,,,1,0,0,
767698788278666567,Bästa Svängen,151884003,My,,Farsta,59.25445,18.08878,Entire home/apt,1700,2,0,,,1,364,0,
767904301952161348,Väldigt mysig lägenhet i Gamla Enskede,489064588,Göran,,Enskede-Årsta-Vantörs,59.28214,18.0903,Entire home/apt,1500,2,17,2024-05-13,0.93,1,328,8,
768512173356550650,"Mysig, modern, barnvänlig",256596116,Lina,,Hässelby-Vällingby,59.36471,17.86431,Entire home/apt,950,1,15,2024-05-26,0.78,1,239,9,
768960437739351347,Cozy room in Apartment with a great view,72099403,Felix,,Östermalms,59.3494341,18.0626369,Private room,900,3,47,2024-06-09,2.45,2,134,28,
769545598079681668,Fräsch och rymlig 3:a nära vattnet och parken,114857,Joakim,,Södermalms,59.31926522112521,18.035210926983645,Entire home/apt,4714,3,5,2024-05-26,0.34,1,158,4,
769562347460528969,Södermalm - Liten lägenhet,444602501,Tore,,Södermalms,59.309522873807445,18.066977709531784,Entire home/apt,818,2,71,2024-06-06,4.87,1,38,52,
770077090752909627,"Charming Apt for 4ppl, close to Sthlm best ristos",51002540,Fredrik,,Östermalms,59.337799,18.0816201,Entire home/apt,2420,3,69,2024-06-20,3.83,20,227,48,
770968845013205804,Lovely view! 2BR Apt in Kungsholmen,135323554,Andreas,,Kungsholmens,59.33076,17.9988,Entire home/apt,1583,1,67,2024-06-24,3.53,42,319,47,
771492312744390731,Stylish Room in a Coliving Townhouse,433019557,Marcus,,Kungsholmens,59.31941,17.99449,Private room,,30,0,,,2,363,0,
771930985613494470,Cozy Stockholm apartment,77542168,Mathias,,Södermalms,59.31431,18.06187,Entire home/apt,1021,28,12,2024-01-01,0.65,1,36,8,
772239814708105706,Cosy apartment in Sodermalm,28907642,Nik,,Södermalms,59.31459504065528,18.060285445779606,Entire home/apt,,3,7,2024-06-19,0.79,1,2,7,
772314430463359029,Casual city stay Stockholm C with double beds,307115318,Judy,,Norrmalms,59.33598,18.05642,Entire home/apt,865,2,3,2023-02-27,0.16,1,9,0,
772366545171851013,Fräsch lägenhet i Stockholm city,76622859,Helena,,Norrmalms,59.339183101309,18.060991429360747,Entire home/apt,,3,22,2024-06-02,1.21,1,0,10,
772515434585891164,Cozy House Great For Families,7063090,Tiina,,Hägersten-Liljeholmens,59.30533973781157,17.974562417515592,Entire home/apt,,5,0,,,1,0,0,
772991744575296697,Radhus med jazzuci och bastu,14072227,Hanna,,Farsta,59.26318,18.12049,Entire home/apt,2157,2,15,2024-05-19,0.80,1,329,11,
773704572815201983,Open-planned flat in nice area,103085197,Rebecka,,Hägersten-Liljeholmens,59.31561,18.00051,Private room,,2,1,2023-10-22,0.12,1,0,1,
773729093162119909,Lägenhet i Gröndal Stockholm,96567629,Katarina,,Hägersten-Liljeholmens,59.317,17.99965,Entire home/apt,,1,0,,,1,0,0,
773899870063926890,"Room for GIRL only, 5month from 1st of July.",11384441,Evi,,Hässelby-Vällingby,59.36838,17.84273,Private room,180,7,1,2023-01-18,0.06,2,364,0,
773918976870880469,Independent Cozy apartment in husby,477268302,Vidhi,,Rinkeby-Tensta,59.41274753477256,17.923999205231667,Entire home/apt,500,2,23,2024-05-26,1.24,1,291,20,
773919136111465825,"Room2, only for GIRL, 5month from 1st of July",11384441,Evi,,Hässelby-Vällingby,59.36967001631103,17.843430672841855,Private room,180,7,2,2023-08-15,0.11,2,364,1,
773935750310374393,Modern stay at Stockholm,490099549,Sneha,,Rinkeby-Tensta,59.40958674653271,17.938278225106203,Private room,,1,20,2023-10-22,1.20,1,0,2,
773958157921691085,Anita House,224940584,Anna,,Hässelby-Vällingby,59.35568,17.87686,Private room,,2,6,2023-05-01,0.33,1,0,0,
773961971921253239,Radhus i Bagarmossen,490104405,Emma,,Skarpnäcks,59.2756476063522,18.1474299168289,Entire home/apt,1300,5,5,2023-08-07,0.42,1,24,5,
774422147924073470,mysig 2a,127291736,Viktoryia,,Södermalms,59.3121178,18.0797361,Entire home/apt,,7,0,,,1,0,0,
810778256825876414,"500m to central station, lake view",497430578,Awa And Arzin,,Kungsholmens,59.33166610051278,18.04846782785938,Entire home/apt,1307,2,71,2024-06-28,4.13,1,150,51,
774440539012043430,Apartment in Stockholm kommun,28243598,Al-Wadood,,Hägersten-Liljeholmens,59.30439299999999,18.0297651,Entire home/apt,590,1,8,2023-08-20,0.44,1,238,4,
774679754281861746,Designer's home,210660748,Sofia Weiping,,Skarpnäcks,59.2669769,18.1333738,Private room,650,3,6,2023-10-30,0.34,1,180,3,
775036760004947251,Luxury 2 Floor Apt. Östermalm,124653331,Lydia,,Östermalms,59.3413716,18.0903381,Entire home/apt,2450,1,0,,,1,91,0,
776611781564026811,Wonderful apartment in Stockholm,113378729,Anna,,Södermalms,59.31115,18.08252,Entire home/apt,1600,7,21,2024-06-23,1.15,1,15,16,
776832473932644969,Ljus etta vid Mariatorget,490608760,Frida,,Södermalms,59.31662240000001,18.0547682,Entire home/apt,1029,2,6,2023-08-05,0.41,1,1,1,
777895577995547710,Astonishing apartment in mansion!,17586020,Martina,,Hägersten-Liljeholmens,59.31475219999999,18.0153074,Entire home/apt,4250,3,69,2024-06-15,3.78,3,86,42,
778393093674838585,Renovated City Flat - 5 min walk everywhere,490860691,Anna Karin,,Norrmalms,59.33971,18.06283,Entire home/apt,,3,1,2022-12-30,0.05,1,0,0,
778858979710114022,Designer Home,471665414,Johan,,Enskede-Årsta-Vantörs,59.29082250811062,18.0624862791125,Entire home/apt,2900,1,18,2024-05-19,1.27,1,268,8,
779071866986955633,Cozy one room apartment at Södermalm,378998653,City Living,,Södermalms,59.31417,18.0626,Entire home/apt,1700,1,85,2024-06-26,4.61,9,288,58,
779590786626082736,Miljövänligt hem,490335666,Luis Alberto,,Skarpnäcks,59.29136,18.10363,Private room,400,1,6,2023-09-23,0.32,2,355,1,
780403963307218982,Stylish 2 bedroom apartment in central Stockholm,161720998,Kristian,,Norrmalms,59.34314,18.05047,Entire home/apt,2275,1,37,2024-06-23,2.06,1,83,28,
780477067683318559,Cosy two bedroom appartment in Aspudden,87756386,Rolman,,Hägersten-Liljeholmens,59.3071248,17.9969218,Entire home/apt,2399,5,7,2024-06-23,0.54,1,49,6,
780891037734530418,Luxury villa w fireplace close to nature and city.,10701000,Sofia,,Bromma,59.33525729999999,17.920866,Entire home/apt,2900,2,3,2024-06-23,0.51,1,334,3,
780892921797481733,"Central Södermalm, design/clean",10658836,Berferati,,Södermalms,59.3163675,18.0736041,Entire home/apt,4601,3,7,2023-12-30,0.39,2,290,2,
781721826722133272,Sjöutsikt i Hammarby Sjöstad.,62087043,Peter,,Södermalms,59.30571893048612,18.09232439140168,Entire home/apt,1500,3,0,,,1,362,0,
783812045095671846,1 rum appartment in Södermalm,13093809,Michaela,,Södermalms,59.31696849999999,18.0517827,Entire home/apt,,1,0,,,1,0,0,
783812070735047861,Room Close to Avicii  and Tele2 arena,491753196,Mardin,,Enskede-Årsta-Vantörs,59.28906079999999,18.0936083,Private room,450,1,29,2024-06-22,1.67,1,12,18,
783933991389993749,"Central studio flat in SoFo, Södermalm",97151832,Siri,,Södermalms,59.3091,18.07974,Entire home/apt,,2,11,2023-03-12,0.61,1,0,0,
785399848843541022,"Unique, Cozy Apt, Old Town",16683151,Olof,,Södermalms,59.3246637,18.0741164,Entire home/apt,3275,3,81,2024-06-25,4.43,35,285,54,
787040907653164937,"Liten, mysig 2:a",389873769,Julia,,Kungsholmens,59.319324866105674,17.989972159266472,Entire home/apt,,2,5,2023-08-27,0.38,1,0,3,
787710924538705738,Söder this summer,245869621,Karin,,Södermalms,59.310942495297056,18.088466339973596,Entire home/apt,762,21,0,,,1,260,0,
787810855499437880,Stylish & Cozy Apt in Stockholm,135323554,Andreas,,Kungsholmens,59.3309861108701,18.0003019173709,Entire home/apt,1272,3,61,2024-06-20,3.56,42,303,39,
789672202999694996,Cozy apartment close to metro.,469528727,Carl,,Enskede-Årsta-Vantörs,59.264466393689496,18.042480919514784,Entire home/apt,,2,1,2023-01-26,0.06,1,0,0,
790292323722697522,"Etagelägenhet i SoFo, Södermalm",10388261,Kalle,,Södermalms,59.3144476,18.0849161,Entire home/apt,,3,22,2024-05-27,1.65,1,0,15,
790360771351398654,Egen villa i högt läge - en lugn oas nära city.,32514805,Johan,,Bromma,59.33738009999999,17.9720103,Entire home/apt,2042,7,2,2023-08-12,0.17,1,287,2,
790476856798632623,"Old Town, Unique 2-Bedroom flat!",293706726,Inna,,Södermalms,59.32417009034588,18.070422259089035,Entire home/apt,3390,2,69,2024-06-13,4.08,2,107,42,
790676336198373384,Old Town Apartment,98254434,Robert O Yasmin,,Södermalms,59.32498,18.07541,Entire home/apt,2800,2,96,2024-06-19,5.25,5,269,68,
791201482744672203,Studio apartment in urban park,123024137,David,,Östermalms,59.34537295367251,18.08636185930547,Entire home/apt,1040,6,33,2024-06-10,1.82,1,31,15,
791438481463511589,mysig lägenhet,493068067,Nazar,,Östermalms,59.348037011317196,18.09928458184004,Entire home/apt,1100,1,73,2024-06-10,4.34,3,26,53,
791882402016602057,Mysig lägenhet i Stockholm stad,493068067,Nazar,,Östermalms,59.3484672,18.0991903,Entire home/apt,1157,1,54,2024-06-02,3.19,3,75,40,
792156861894677099,Studiolägenhet 1 rok,348391808,Kisslo,,Älvsjö,59.27623550000001,18.0136661,Entire home/apt,,1,2,2023-01-18,0.11,1,0,0,
792433644479186644,tiny home,493282997,Linus,,Hägersten-Liljeholmens,59.28687121227277,17.967848784723174,Private room,105,1,0,,,1,295,0,
792670349811876169,Beautiful apartment in Aspudden,20566951,Anders,,Hägersten-Liljeholmens,59.30594559999999,18.0032755,Entire home/apt,,3,6,2024-04-01,0.40,1,0,3,
792813642592952320,Cozy Apt in Stockholm,37860219,Rebecca,,Hägersten-Liljeholmens,59.30176538236548,18.00808430817076,Entire home/apt,1031,2,2,2023-07-26,0.15,1,27,1,
792823761787483631,Familjehus med stor trädgård nära Stockholm city,92224367,Dan,,Skarpnäcks,59.27912107834842,18.11511105649627,Entire home/apt,2450,3,5,2024-05-21,0.55,1,157,5,
793346562094974952,"Whole upper floor in idyllic Älvsjö, Stockholm",493472989,Kerstin,,Älvsjö,59.2832365,17.9784925,Private room,650,2,39,2024-05-25,2.32,1,33,28,
794586048818159511,Fin lägenhet 400m promenad från Älvsjö station,29086952,Emma,,Älvsjö,59.27676748072055,18.005207777023315,Entire home/apt,,3,2,2023-02-19,0.12,1,0,0,
794619847592018802,Mysigt lägenhet i Stockholm City,493068067,Nazar,,Östermalms,59.348112562775015,18.09931844472885,Entire home/apt,1729,1,64,2024-06-29,3.69,3,44,42,
794847925479765474,4 Room Apartment in Stockholm excellent location,54967344,Rajan,,Skarpnäcks,59.26570111842284,18.13270365819703,Entire home/apt,,2,3,2023-08-14,0.27,1,1,3,
794876956125532544,Lugn oas med stor takterrass,135829049,Catrin,,Hässelby-Vällingby,59.367631653450594,17.825569763241788,Entire home/apt,1900,4,2,2024-06-01,0.18,1,146,2,
794968544503378130,Luxury double bed in Vasastan,73158253,Sara,,Norrmalms,59.346562890462494,18.033341951237617,Private room,2500,1,1,2023-05-24,0.07,2,332,0,
795791294326966285,Rum i Fruängen,200098786,Peter,,Hägersten-Liljeholmens,59.28389828166419,17.965106744895643,Private room,,2,9,2023-09-18,0.53,2,0,2,
796326512808915359,Modern and quiet designers flat in Vasastan,493763802,Mattias,,Norrmalms,59.35023268568648,18.05643416837901,Entire home/apt,1178,6,22,2024-06-08,1.40,1,119,19,
797218976290214407,"Lägenhet med balkong, Östermalm",302640560,Rebecca,,Östermalms,59.3384911278681,18.08699198344414,Entire home/apt,551,100,0,,,1,221,0,
797681761503511306,"Studio living at Telefonplan, suitable for 1 guest",271346174,StayPlus,,Hägersten-Liljeholmens,59.29946968215656,17.996048234089947,Entire home/apt,592,3,17,2024-06-14,1.26,60,161,15,
798599232256868645,"Rowhouse near lake,  nature and city",2592867,Karoliina,,Farsta,59.24632554406909,18.07573319800558,Entire home/apt,995,4,2,2023-08-06,0.17,1,88,2,
799001524392974737,Härlig studio kom och se Sofo,23646229,Charlotta,,Södermalms,59.311013929343474,18.065803767898945,Entire home/apt,1800,1,23,2024-06-21,3.38,1,61,23,
799050458264018278,Lux 2-story apt w/ terrace in best part of town,90762210,Axel,,Östermalms,59.34193846858358,18.091291277945352,Entire home/apt,2976,3,80,2024-06-20,5.24,1,281,63,
799148690346586330,Cozy Designer Apartment,11722318,Can,,Hägersten-Liljeholmens,59.31729392551813,18.006881546574625,Entire home/apt,1290,3,6,2024-05-25,0.43,1,36,4,
799931799581805559,En central pärla,200984712,Elin,,Norrmalms,59.346567899089045,18.061438318488033,Entire home/apt,,2,3,2024-06-09,0.50,1,1,3,
799955176689838260,"A “green” designer heaven, in Eatery district",148214796,Celia,,Norrmalms,59.34693,18.05881,Entire home/apt,1400,7,2,2023-06-25,0.15,1,133,0,
800095156678961170,Mysigt lägenhet mitt på Södermalm,84430507,Moa,,Södermalms,59.308730035119055,18.077588193118572,Entire home/apt,,2,10,2024-06-18,0.61,1,0,6,
801168019967339471,Stor villa med trädgårdsidyll!,353971800,Andreas,,Skarpnäcks,59.2836185,18.1047552,Entire home/apt,3807,4,4,2024-04-30,0.35,1,254,4,
801311519698338928,Penthouse with amazing views,495327997,Ida,,Norrmalms,59.34555494278103,18.032823718702165,Entire home/apt,2999,60,0,,,1,173,0,
801352906398351347,Fin tvåa hyra ut lugnt område,495340489,Michelle,,Hässelby-Vällingby,59.36599823564534,17.83124910951692,Entire home/apt,850,3,0,,,1,365,0,
801382131394979513,"2 bedrooms, balcony, luxury shower in center",403064241,Leslie,,Östermalms,59.33988041020367,18.089506006906397,Entire home/apt,,2,19,2023-10-13,1.16,3,0,10,
801466371189214626,Comfy room close to the metro and woods,164173913,Quirine,,Farsta,59.2514915,18.0828475,Private room,500,2,22,2024-05-19,1.39,1,179,13,
801970558644958201,Cozy newly furnished apartment,110142890,Hafsah,,Bromma,59.339123716235505,17.935425994920205,Entire home/apt,750,7,11,2024-02-09,0.88,1,324,9,
802087285099795342,Studiolägenhet 20 min fr City,240374835,Elin,,Hägersten-Liljeholmens,59.30040539999999,17.9641356,Entire home/apt,690,2,2,2023-12-16,0.14,3,360,1,
802131969372317269,Lägenhet i centrala Södermalm,7153114,Gabriel,,Södermalms,59.312410981409805,18.065936746036687,Entire home/apt,,1,16,2024-06-17,0.98,1,0,10,
802218132666727188,Charming house and garden just by Stockholm city.,4325130,Maria & Mikael,,Enskede-Årsta-Vantörs,59.28466599999999,18.070304,Entire home/apt,2840,5,2,2023-08-04,0.17,1,27,2,
802222496296424127,Exclusive flat close to Södermalm & Avicii Arena,36983382,Jimmy,,Skarpnäcks,59.29321239999999,18.0999806,Entire home/apt,,5,3,2023-06-01,0.18,1,0,0,
802921148492940100,Charming Sthlm style apartment,82034581,Felix,,Södermalms,59.31970714878448,18.03575128151608,Entire home/apt,2500,2,6,2024-05-19,0.44,1,346,5,
803002430890708265,Room with climbing wall + desk,23541339,Christian,,Bromma,59.33542711483193,17.952133107934575,Private room,250,1,8,2024-05-26,0.65,4,107,7,
803242871294455379,Luxurious apartment at heart of Södermalm,29121288,Roshan,,Södermalms,59.3159104,18.0762553,Entire home/apt,,10,0,,,1,0,0,
803595151975902155,Totalrenoverad lägenhet,21978817,Marie,,Östermalms,59.3401009,18.0697332,Entire home/apt,3500,3,4,2023-05-30,0.28,1,18,0,
804249356393305979,Bright apartment with a balcony,37124248,Ifeta,,Rinkeby-Tensta,59.40228556681411,17.941561986938858,Entire home/apt,500,90,0,,,1,272,0,
804875800018687573,Spacious & light 105m2 apartment SoFo,457254360,Isabelle,,Södermalms,59.313558500032656,18.07375720608217,Entire home/apt,1416,1,14,2024-06-28,0.80,1,208,10,
805094835765929012,Modern quiet apartment by Odenplan,6700662,Sandra,,Norrmalms,59.344027473949005,18.050589263804707,Entire home/apt,2500,14,1,2023-08-25,0.10,1,201,1,
805119345627502206,Duplex apartment with roof top,4250662,Sofia,,Hägersten-Liljeholmens,59.31698003687274,17.999101131030436,Entire home/apt,2700,4,3,2024-05-20,0.29,1,179,3,
805607319721688732,Beautiful and modern accommodation near Stockholm,280831170,Elin,,Bromma,59.32892339433651,17.97315147778255,Entire home/apt,1800,3,7,2024-03-30,0.54,3,250,6,
805863863688558401,Center of Södermalm,492038238,Michele,,Södermalms,59.3139755,18.0701224,Entire home/apt,1000,1,10,2024-05-03,0.58,1,7,2,
806423179863003832,Penthouse - Balcony - Central,137040224,Sofia,,Södermalms,59.32383879999999,18.0706243,Entire home/apt,4225,2,95,2024-06-25,5.75,2,258,70,
806552801220772693,Toppmoderne og flott leilighet nært sentrum,274854297,Daniel,,Östermalms,59.3403961,18.1123059,Entire home/apt,2200,7,0,,,1,259,0,
807285844642861560,Family friendly villa,16393697,Sara,,Enskede-Årsta-Vantörs,59.275238278048796,18.017913927890415,Entire home/apt,2571,5,0,,,1,35,0,
807495128576195535,Stay by Beautiful Stockholm Waterfront flat,93371037,Daniele,,Södermalms,59.31883007363011,18.0197096858078,Entire home/apt,1164,3,5,2024-06-13,0.48,1,12,5,
807725510461190605,Stylish apartment in the Old Town,496877243,Gabriella,,Södermalms,59.32518050287225,18.07301820453887,Entire home/apt,1943,2,118,2024-06-26,6.91,3,276,75,
807911087706380308,"Eget hus i idyllisk närförort, 20 min från city!",59916710,Niklas,,Bromma,59.3271625,17.9565833,Entire home/apt,2300,7,5,2024-05-20,0.41,1,207,5,
808026992355846285,Amazing family home in Stockholm,220860397,Sofia,,Skarpnäcks,59.2794932,18.1093624,Entire home/apt,1721,2,46,2024-06-06,2.90,19,75,33,
808409941972990083,Mysigt bekvämt rum i Stockholm,490335666,Luis Alberto,,Skarpnäcks,59.29216172482409,18.103021432186864,Private room,440,1,13,2023-11-10,0.75,2,359,4,
808652073264659134,Stor villa med sjöutsikt,37387820,Mona,,Bromma,59.33973665451809,17.900635672112884,Entire home/apt,5000,4,1,2024-05-22,0.77,1,337,1,
809193078736921432,Cozy apt 11 min from Södermalm,127869400,Johan,,Hägersten-Liljeholmens,59.28387029999999,17.9680987,Entire home/apt,659,12,4,2023-10-31,0.25,1,69,2,
810205577417208950,Välvårdad sekelskiftesvilla,8041129,Michael,,Älvsjö,59.27508297632575,18.001596745208804,Entire home/apt,1500,2,8,2024-05-26,0.57,1,288,7,
810209068534980025,Charmig lägenhet i Stockholm,18281733,Felisa,,Norrmalms,59.34552347917889,18.059264298746818,Entire home/apt,,2,10,2024-05-19,0.67,1,0,5,
810571394756097391,"Fantastic home in Bromma, close to city",65171174,Anna,,Bromma,59.32803,17.925541,Entire home/apt,1400,7,1,2023-06-14,0.08,1,74,0,
811492481155781177,Fresh 2.5 room apartment on  Södermalm,70135493,Julie,,Södermalms,59.31448636244112,18.090251477385856,Entire home/apt,,120,2,2023-07-29,0.15,1,62,1,
812012719291022707,Nyrenoverad 2:a i mysigt område,497861352,Nathalie,,Bromma,59.34739,17.97125,Entire home/apt,,1,0,,,2,0,0,
812317665231926072,Bright apartment,102943023,Jene,,Bromma,59.33784245170813,17.977230723115937,Entire home/apt,857,7,6,2024-06-02,0.47,1,351,5,
812520535973380354,Amazing location in Östermalm,140698239,Sebastian,,Östermalms,59.33232356086518,18.086605162651974,Entire home/apt,,3,8,2024-06-06,0.55,1,6,6,
812895868345399156,Centralt läge på Östermalm,498058413,Elena,,Östermalms,59.33708991604384,18.101332338779184,Private room,650,3,0,,,1,210,0,
812958393059206229,Karlaplan apartment with 2 balconys,403064241,Leslie,,Östermalms,59.33880377754278,18.087583279836387,Entire home/apt,7899,6,8,2024-06-13,0.72,3,139,8,
813529014961512551,Room with sofa,34989734,Katja,,Enskede-Årsta-Vantörs,59.278867123686794,18.036155429577633,Private room,650,1,3,2023-05-12,0.20,6,365,0,
813859632343298117,Rymligt rum i fräsch lägenhet!,165998668,Gloria,,Enskede-Årsta-Vantörs,59.25866713569591,18.006515640805716,Private room,220,7,0,,,1,364,0,
814220625612964105,Villa Enskede,143903093,Niklas,,Farsta,59.2782163,18.0741088,Entire home/apt,2000,4,7,2024-05-20,0.47,2,32,4,
814368876803093178,50-talslägenhet med fin utsikt!,67742336,Maja,,Hägersten-Liljeholmens,59.28532858800537,17.971686426956254,Entire home/apt,980,5,1,2023-08-01,0.09,1,69,1,
814557765065098025,Room in beautiful and cozy place,6652115,Adriana,,Skarpnäcks,59.27970184154962,18.132141946655903,Private room,,5,0,,,1,0,0,
814889990418345595,Rymlig sekelskifteslägenhet SOFO,190824448,Joel,,Södermalms,59.31304780241099,18.076294188644376,Entire home/apt,3500,5,0,,,1,329,0,
815282282556965409,Stor villa med lummig trädgård,2279579,Maria,,Bromma,59.32220678173667,17.93640290793457,Entire home/apt,4000,5,1,2023-07-16,0.09,1,163,1,
815284152459050154,Close to Stockholm Int. Fair,42361697,Anna,,Älvsjö,59.274204258223676,17.983737541726036,Private room,1800,1,0,,,2,364,0,
815807118860283249,Lilla palatset,29036619,August,,Södermalms,59.30811844235223,18.069135668001067,Entire home/apt,1586,4,10,2024-05-11,0.66,1,6,6,
815857633552380508,Fint radhus med plats för många i bästa Hökmossen!,127173906,Ann,,Hägersten-Liljeholmens,59.2916993162329,17.989581547593925,Entire home/apt,1800,2,13,2024-06-17,0.85,1,236,9,
816338761436857954,"Villa med ute-SPA, nära t-bana och Stockholm City",333127820,Monika,,Bromma,59.34585092314661,17.902916403779635,Entire home/apt,2900,4,2,2023-07-28,0.17,1,141,2,
817152669595362472,Newly Designed Waterfront Flat,135323554,Andreas,,Kungsholmens,59.33054,17.99875,Entire home/apt,1012,3,63,2024-06-14,3.72,42,322,41,
